,ChEBI ID,ChEBI Name,Formulae
35793,CHEBI:83647,(S)-metolachlor,C15H22ClNO2
35794,CHEBI:83648,1-(butan-2-ylidene)-2-[4-(4-chlorophenyl)thiazol-2-yl]hydrazine,C13H14ClN3S
35795,CHEBI:83650,"3,4,5-trimethoxybenzyl isothiocyanate",C11H13NO3S
35796,CHEBI:83651,1-(3-O-sulfo-beta-D-galactosyl)-N-tetracosenoylsphingosine(1-),C48H90NO11S
35797,CHEBI:83652,[(2-ethyl-6-methylphenyl)(1-methoxypropan-2-yl)amino](oxo)acetic acid,C15H21NO4
35798,CHEBI:83653,(R)-metolachlor OXA,C15H21NO4
35799,CHEBI:83654,1-(3-O-sulfo-beta-D-galactosyl)-N-hydroxytetracosenoylsphingosine(1-),C48H90NO12S
35800,CHEBI:83655,(S)-metolachlor OXA,C15H21NO4
35801,CHEBI:83656,luminespib,C26H31N3O5
35802,CHEBI:83657,isotianil,C11H5Cl2N3OS
35803,CHEBI:83658,"5-bromo-3-(butan-2-yl)-6-methylpyrimidine-2,4(1H,3H)-dione",C9H13BrN2O2
35804,CHEBI:83659,(R)-bromacil,C9H13BrN2O2
35805,CHEBI:83660,(S)-bromacil,C9H13BrN2O2
35806,CHEBI:83661,lysidine monophosphate,C15H26N5O9P
35807,CHEBI:83662,lysidine monophosphate(1-),C15H25N5O9P
35808,CHEBI:83663,pyrimorph,C22H25ClN2O2
35809,CHEBI:83664,lysine monophosphate residue,C15H24N5O8P
35810,CHEBI:83665,lysidine monophosphate zwitterion residue,C15H24N5O8P
35811,CHEBI:83666,(R)-isoconazole,C18H14Cl4N2O
35812,CHEBI:83667,"1-{2-[(2,6-dichlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl}imidazole",C18H14Cl4N2O
35813,CHEBI:83668,(S)-isoconazole,C18H14Cl4N2O
35814,CHEBI:83669,(R)-isoconazole nitrate,C18H15Cl4N3O4
35815,CHEBI:83670,9-PAHSA(1-),C34H65O4
35816,CHEBI:83671,(S)-isoconazole nitrate,C18H15Cl4N3O4
35817,CHEBI:83672,5-PAHSA(1-),C34H65O4
35818,CHEBI:83673,(S)-isoconazole(1+),C18H15Cl4N2O
35819,CHEBI:83674,(R)-isoconazole(1+),C18H15Cl4N2O
35820,CHEBI:83675,10-PAHSA(1-),C34H65O4
35821,CHEBI:83676,11-PAHSA(1-),C34H65O4
35822,CHEBI:83677,12-PAHSA(1-),C34H65O4
35823,CHEBI:83678,13-PAHSA(1-),C34H65O4
35824,CHEBI:83679,2-[(2-ethyl-6-methylphenyl)(1-methoxypropan-2-yl)amino]-2-oxoethanesulfonic acid,C15H23NO5S
35825,CHEBI:83680,(R)-metolachlor ESA,C15H23NO5S
35826,CHEBI:83681,(S)-metolachlor ESA,C15H23NO5S
35827,CHEBI:83682,"1-{2-[(7-chloro-1-benzothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl}imidazole",C20H15Cl3N2OS
35828,CHEBI:83683,N-terminal N-acetyl-L-alanine residue,C5H8NO2
35829,CHEBI:83684,(S)-sertaconazole,C20H15Cl3N2OS
35830,CHEBI:83685,arasertaconazole,C20H15Cl3N2OS
35831,CHEBI:83686,(2-chlorophenyl)(4-chlorophenyl)pyrimidin-5-ylmethanol,C17H12Cl2N2O
35832,CHEBI:83688,(R)-fenarimol,C17H12Cl2N2O
35833,CHEBI:83689,(S)-fenarimol,C17H12Cl2N2O
35834,CHEBI:83690,N-terminal N-acetyl-L-serine residue,C5H8NO3
35835,CHEBI:83691,(S)-sertaconazole nitrate,C20H16Cl3N3O4S
35836,CHEBI:83692,arasertaconazole nitrate,C20H16Cl3N3O4S
35837,CHEBI:83693,(R)-nuarimol,C17H12ClFN2O
35838,CHEBI:83694,(S)-nuarimol,C17H12ClFN2O
35839,CHEBI:83696,CIGB-300,C127H215N53O30S3
35840,CHEBI:83697,N(5)-alkyl-L-glutamine residue,C5H7N2O2R
35841,CHEBI:83698,(S)-sertaconazole(1+),C20H16Cl3N2OS
35842,CHEBI:83700,7-PAHSA(1-),C34H65O4
35843,CHEBI:83701,8-PAHSA(1-),C34H65O4
35844,CHEBI:83702,"1,2-di-O-stearoyl-3-S-{2-[(2-{beta-D-Glcp-(1->4)-[beta-D-Glcp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-1-O-yl}ethyl)amino]-2-oxoethyl}monothioglycerol",C69H126N2O26S
35845,CHEBI:83704,1-O-[alpha-D-galactosyl-(1->2)-alpha-D-galactosyl]-N-hexacosanoylphytosphingosine,C56H109NO14
35846,CHEBI:83706,tetradecasphingosine,C14H29NO2
35847,CHEBI:83707,"1-(2-fluorophenyl)-1-(4-fluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanol",C16H13F2N3O
35848,CHEBI:83708,(R)-flutriafol,C16H13F2N3O
35849,CHEBI:83709,(S)-flutriafol,C16H13F2N3O
35850,CHEBI:83710,tetradecaphytosphingosine,C14H31NO3
35851,CHEBI:83711,"2-(2,4-dichlorophenyl)-1-(1H-1,2,4-triazol-1-yl)hexan-2-ol",C14H17Cl2N3O
35852,CHEBI:83712,(R)-hexaconazole,C14H17Cl2N3O
35853,CHEBI:83713,(S)-hexaconazole,C14H17Cl2N3O
35854,CHEBI:83714,"1,2,2'-trilinoleoyl-1'-monolysocardiolipin(2-)",C63H110O16P2
35855,CHEBI:83715,"1,1'-dilinoleoyl-2-oleoyl monolysocardiolipin(2-)",C63H112O16P2
35856,CHEBI:83716,2-aminophenylglyoxylic acid,C8H7NO3
35857,CHEBI:83717,"1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine",C40H76NO8P
35858,CHEBI:83718,"1,2-distearoyl-sn-glycero-3-phosphocholine",C44H88NO8P
35859,CHEBI:83719,"1-(4-chlorophenoxy)-1-(1H-imidazol-1-yl)-3,3-dimethylbutan-2-one",C15H17ClN2O2
35860,CHEBI:83720,(R)-climbazole,C15H17ClN2O2
35861,CHEBI:83721,long-chain 3-substituted propanoyl-CoA(4-),C24H35N7O17P3SR
35862,CHEBI:83722,(S)-climbazole,C15H17ClN2O2
35863,CHEBI:83723,medium-chain 3-substituted propanoyl-CoA(4-),C24H35N7O17P3SR
35864,CHEBI:83724,very long-chain 3-substituted propanoyl-CoA(4-),C24H35N7O17P3SR
35865,CHEBI:83725,primary alkymercury(1+),CH2HgR
35866,CHEBI:83726,"medium-chain 2,3-trans-enoyl CoA(4-)",C24H33N7O17P3SR
35867,CHEBI:83727,"long-chain 2,3-trans-enoyl CoA(4-)",C24H33N7O17P3SR
35868,CHEBI:83728,"very long-chain 2,3-trans-enoyl CoA(4-)",C24H33N7O17P3SR
35869,CHEBI:83729,"2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",C15H17ClN4
35870,CHEBI:83730,(R)-myclobutanil,C15H17ClN4
35871,CHEBI:83731,(S)-myclobutanil,C15H17ClN4
35872,CHEBI:83732,"3-(3,5-dichlorophenyl)-5-ethenyl-5-methyl-2,4-oxazolidinedione",C12H9Cl2NO3
35873,CHEBI:83733,(R)-vinclozolin,C12H9Cl2NO3
35874,CHEBI:83735,(S)-vinclozolin,C12H9Cl2NO3
35875,CHEBI:83736,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1,5-dioxo-octahydroinden-4-yl]propanoate",C13H19O4
35876,CHEBI:83737,beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->3)-[alpha-L-Fucp-(1->4)-[beta-D-Galp-(1->3)]-beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->6)]-[beta-D-Xylp-(1->2)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-[alpha-L-Fucp-(1->3)]-D-GlcpNAc,C73H122N4O53
35877,CHEBI:83738,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydroinden-4-yl]propanoyl-CoA(4-)",C34H50N7O19P3S
35878,CHEBI:83739,ferroheme c di-L-cysteine(2-) residue,C40H40FeN6O6S2
35879,CHEBI:83740,alpha-L-Fucp-(1->3)-[alpha-L-Fucp-(1->4)-[beta-D-Galp-(1->3)]-beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->3)-[alpha-L-Fucp-(1->4)-[beta-D-Galp-(1->3)]-beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->6)]-[beta-D-Xylp-(1->2)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)]-D-GlcpNAc,C85H142N4O62
35880,CHEBI:83742,"2-(4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)-5-(methoxymethyl)nicotinic acid",C15H19N3O4
35881,CHEBI:83743,(S)-imazamox,C15H19N3O4
35882,CHEBI:83744,(R)-imazamox,C15H19N3O4
35883,CHEBI:83746,3-ketocholest-4-en-26-al,C27H42O2
35884,CHEBI:83747,"(10Z,13Z,16Z)-docosatrienoic acid",C22H38O2
35885,CHEBI:83748,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",C15H18ClN3O
35886,CHEBI:83749,"(2R,3S)-cyproconazole",C15H18ClN3O
35887,CHEBI:83750,"(2S,3S)-cyproconazole",C15H18ClN3O
35888,CHEBI:83751,N-acylhexadecasphinganine-1-phosphoethanolamine,C19H40N2O6PR
35889,CHEBI:83752,"(2S,3R)-cyproconazole",C15H18ClN3O
35890,CHEBI:83753,"(2R,3R)-cyproconazole",C15H18ClN3O
35891,CHEBI:83755,N-acylicosasphinganine-1-phosphoethanolamine,C23H48N2O6PR
35892,CHEBI:83756,N-acylicosaphytosphingosine-1-phosphoethanolamine,C23H48N2O7PR
35893,CHEBI:83758,"1-{[3-(2-chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl}-1H-1,2,4-triazole",C17H13ClFN3O
35894,CHEBI:83759,"(2S,3R)-epoxiconazole",C17H13ClFN3O
35895,CHEBI:83761,"(2R,3S)-epoxiconazole",C17H13ClFN3O
35896,CHEBI:83763,N-acyltetradecasphinganine-1-phosphoethanolamine,C17H36N2O6PR
35897,CHEBI:83764,N-acyltetradecasphingosine-1-phosphoethanolamine,C17H34N2O6PR
35898,CHEBI:83765,N-acyl-15-methylhexadecasphinganine-1-phosphoethanolamine,C20H42N2O6PR
35899,CHEBI:83766,olaparib,C24H23FN4O3
35900,CHEBI:83767,2''-O-acetyl-ADP-D-ribose(2-),C17H23N5O15P2
35901,CHEBI:83768,"2-ethoxy-3,3-dimethyl-2,3-dihydro-1-benzofuran-5-yl methanesulfonate",C13H18O5S
35902,CHEBI:83769,(S)-ethofumesate,C13H18O5S
35903,CHEBI:83770,(R)-ethofumesate,C13H18O5S
35904,CHEBI:83771,"N,N-diethyl-2-(naphthalen-1-yloxy)propanamide",C17H21NO2
35905,CHEBI:83772,(R)-napropamide,C17H21NO2
35906,CHEBI:83773,(S)-napropamide,C17H21NO2
35907,CHEBI:83774,"1,2-dioctadecanoyl-sn-glycerol-3-phosphate",C39H77O8P
35908,CHEBI:83775,"1,2-dioleoyl-sn-glycerol-3-phosphate",C39H73O8P
35909,CHEBI:83776,"3-oxo-23,24-bisnorchol-4-en-22-oic acid",C22H32O3
35910,CHEBI:83777,"3-oxo-23,24-bisnorchol-4-en-22-oate",C22H31O3
35911,CHEBI:83778,"1,2-di[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate",C47H69O8P
35912,CHEBI:83779,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol",C16H22ClN3O
35913,CHEBI:83780,(S)-tebuconazole,C16H22ClN3O
35914,CHEBI:83781,(R)-tebuconazole,C16H22ClN3O
35915,CHEBI:83782,"(5Z,9E,12S,14Z)-8,11,12,20-tetrahydroxyicosa-5,9,14-trienoic acid",C20H34O6
35916,CHEBI:83783,(25S)-3beta-hydroxy-5-cholesten-26-oyl-CoA(4-),C48H74N7O18P3S
35917,CHEBI:83784,galaxolide,C18H26O
35918,CHEBI:83785,"1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate",C41H69O8P
35919,CHEBI:83786,"N-(butan-2-yl)-N'-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",C10H19N5O
35920,CHEBI:83787,(R)-secbumeton,C10H19N5O
35921,CHEBI:83788,(S)-secbumeton,C10H19N5O
35922,CHEBI:83789,"N-(butan-2-yl)-6-chloro-N'-ethyl-1,3,5-triazine-2,4-diamine",C9H16ClN5
35923,CHEBI:83790,(R)-sebuthylazine,C9H16ClN5
35924,CHEBI:83791,(S)-sebuthylazine,C9H16ClN5
35925,CHEBI:83793,"3-oxo-23,24-bisnorchola-1,4-dien-22-oyl-CoA(4-)",C43H60N7O18P3S
35926,CHEBI:83794,"3-hydroxy-9-oxo-9,10-seco-23,24-bisnorchola-1,3,5(10)-trien-22-oyl-CoA(4-)",C43H60N7O19P3S
35927,CHEBI:83795,3-oxodotriacontanoyl-CoA(4-),C53H92N7O18P3S
35928,CHEBI:83796,"3-hydroxy-9-oxo-9,10-seco-23,24-bisnorchola-1,3,5(10)-trien-22-oic acid",C22H30O4
35929,CHEBI:83797,"3-hydroxy-9-oxo-9,10-seco-23,24-bisnorchola-1,3,5(10)-trien-22-oate",C22H29O4
35930,CHEBI:83798,N-hexanoylsphingosine 1-phosphate,C24H48NO6P
35931,CHEBI:83800,daclatasvir hydrochloride,C40H52Cl2N8O6
35932,CHEBI:83801,daclatasvir(2+),C40H52N8O6
35933,CHEBI:83802,methoxysuccinyl-Ala-Ala-Pro-Ala chloromethyl ketone,C20H31ClN4O7
35934,CHEBI:83803,methoxysuccinyl-Ala-Ala-Pro-Val chloromethyl ketone,C22H35ClN4O7
35935,CHEBI:83804,"3-{2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",C23H27FN4O3
35936,CHEBI:83805,(S)-paliperidone,C23H27FN4O3
35937,CHEBI:83806,(R)-paliperidone,C23H27FN4O3
35938,CHEBI:83808,"3-{2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-2-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-9-yl hexadecanoate",C39H57FN4O4
35939,CHEBI:83809,(S)-paliperidone palmitate,C39H57FN4O4
35940,CHEBI:83810,(R)-paliperidone palmitate,C39H57FN4O4
35941,CHEBI:83815,"(10S,11S)-dihydroxy-10,11-dihydrocarbamazepine",C15H14N2O3
35942,CHEBI:83816,"(10R,11R)-dihydroxy-10,11-dihydrocarbamazepine",C15H14N2O3
35943,CHEBI:83819,(25S)-3-oxocholest-4-en-26-oyl-CoA(4-),C48H72N7O18P3S
35944,CHEBI:83823,pyrisoxazole,C16H17ClN2O
35945,CHEBI:83825,"3-[5-(4-chlorophenyl)-2,3-dimethyl-1,2-oxazolidin-3-yl]pyridine",C16H17ClN2O
35946,CHEBI:83826,"(3R,5R)-pyrisoxazole",C16H17ClN2O
35947,CHEBI:83827,"(3R,5S)-pyrisoxazole",C16H17ClN2O
35948,CHEBI:83828,DNA polyanion,(C5H7O5P)nHOR
35949,CHEBI:83829,"1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]imidazole",C14H14Cl2N2O
35950,CHEBI:83830,(S)-enilconazole,C14H14Cl2N2O
35951,CHEBI:83831,(R)-enilconazole,C14H14Cl2N2O
35952,CHEBI:83833,peptidylproline (omega=0) residue,C6H7NO2
35953,CHEBI:83834,peptidylproline (omega=180) residue,C6H7NO2
35954,CHEBI:83836,UDP-beta-L-rhamnose(2-),C15H22N2O16P2
35955,CHEBI:83837,"{2-[3-(4-chlorophenyl)propyl]-2,4,4-trimethyl-1,3-oxazolidin-3-yl}(imidazol-1-yl)methanone",C19H24ClN3O2
35956,CHEBI:83839,(S)-oxpoconazole,C19H24ClN3O2
35957,CHEBI:83841,(S)-oxpoconazole fumarate,C42H52Cl2N6O8
35958,CHEBI:83843,(S)-oxpoconazole(1+),C19H25ClN3O2
35959,CHEBI:83845,pent-4-en-1-yl 2-[(2-furylmethyl)(imidazol-1-ylcarbonyl)amino]butanoate,C18H23N3O4
35960,CHEBI:83846,(S)-pefurazoate,C18H23N3O4
35961,CHEBI:83847,(R)-pefurazoate,C18H23N3O4
35962,CHEBI:83848,N-tetracosadienoylsphingosine,C42H79NO3
35963,CHEBI:83849,dalcochinin-8'-O-beta-D-glucoside,C29H34O12
35964,CHEBI:83850,N-docosenoylsphingosine-1-phosphocholine,C24H48N2O6P
35965,CHEBI:83851,"1-(biphenyl-4-yloxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol",C20H23N3O2
35966,CHEBI:83852,N-tetracosadienoylsphingosine-1-phosphocholine,C47H91N2O6P
35967,CHEBI:83853,N-pentacosenoylsphingosine-1-phosphocholine,C48H95N2O6P
35968,CHEBI:83854,"(1R,2R)-bitertanol",C20H23N3O2
35969,CHEBI:83855,"(1S,2S)-bitertanol",C20H23N3O2
35970,CHEBI:83856,dalpatein(1-),C18H13O7
35971,CHEBI:83857,"(1S,2R)-bitertanol",C20H23N3O2
35972,CHEBI:83859,dalnigrein(1-),C19H17O7
35973,CHEBI:83860,(25S)-26-hydroxycholest-4-en-3-one,C27H44O2
35974,CHEBI:83861,(25R)-26-hydroxycholest-4-en-3-one,C27H44O2
35975,CHEBI:83862,(25R)-3-ketocholest-4-en-26-al,C27H42O2
35976,CHEBI:83863,(25S)-3-ketocholest-4-en-26-al,C27H42O2
35977,CHEBI:83864,(R)-lipoyl-AMP,C18H26N5O8PS2
35978,CHEBI:83865,"androst-5-ene-3,17-dione",C19H26O2
35979,CHEBI:83866,N-acyl-D-galactosylsphingosine,C25H46NO8R
35980,CHEBI:83867,N-stearoyl-D-galactosylsphingosine,C42H81NO8
35981,CHEBI:83868,N-behenoyl-D-galactosylsphingosine,C46H89NO8
35982,CHEBI:83869,N-(2-hydroxybehenoyl)-D-galactosylsphingosine,C46H89NO9
35983,CHEBI:83870,N-tricosanoyl-D-galactosylsphingosine,C47H91NO8
35984,CHEBI:83871,N-(2-hydroxytricosanoyl)-D-galactosylsphingosine,C47H91NO9
35985,CHEBI:83872,N-lignoceroyl-D-galactosylsphingosine,C48H93NO8
35986,CHEBI:83873,N-(2-hydroxylignoceroyl)-D-galactosylsphingosine,C48H93NO9
35987,CHEBI:83874,N-stearoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C42H80NO11S
35988,CHEBI:83875,N-acyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C25H45NO11SR
35989,CHEBI:83877,N-lignoceroyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H92NO11S
35990,CHEBI:83878,N-tricosenoyl-D-galactosylsphingosine,C47H89NO8
35991,CHEBI:83879,N-tetracosenoyl-D-galactosylsphingosine,C48H91NO8
35992,CHEBI:83880,N-tricosanoylsphing-4-enine-1-phosphocholine,C46H93N2O6P
35993,CHEBI:83881,N-(2-hydroxytetracosenoyl)-D-galactosylsphingosine,C48H91NO9
35994,CHEBI:83882,torvanol A(1-),C20H19O10S
35995,CHEBI:83883,torvanol A hydrogen sulfate,C20H20O10S
35996,CHEBI:83884,N-tetracosadienoyl-D-galactosylsphingosine,C48H89NO8
35997,CHEBI:83885,N-(2-hydroxytetracosadienoyl)-D-galactosylsphingosine,C48H89NO9
35998,CHEBI:83886,N-hexacosenoyl-D-galactosylsphingosine,C50H95NO8
35999,CHEBI:83887,N-(2-hydroxyhexacosenoyl)-D-galactosylsphingosine,C50H95NO9
36000,CHEBI:83888,N-(2-hydroxypentacosanoyl)-D-galactosylsphingosine,C49H95NO9
36001,CHEBI:83889,N-(2-hydroxypentacosenoyl)-D-galactosylsphingosine,C49H93NO9
36002,CHEBI:83890,N-icosanoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C44H84NO11S
36003,CHEBI:83891,N-icosenoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C44H82NO11S
36004,CHEBI:83892,N-(2-hydroxyicosenoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C44H82NO12S
36005,CHEBI:83893,sphingomyelin 41:1,C46H93N2O6P
36006,CHEBI:83895,"[4)-beta-D-ManpNAcA-(1->4)-alpha-L-Fucp3,NAc2-(1->3)-beta-D-FucpNAc-(1->]n",(C26H39N3O15)n
36007,CHEBI:83896,"[3)-beta-D-Manp4,NAc2A-(1->3)-alpha-L-FucpNAc-(1->3)-alpha-D-FucpNAc-(1->]n",(C26H39N3O15)n
36008,CHEBI:83897,alpha-L-FucpNAc-(1->3)-D-FucpNAc,C16H28N2O9
36009,CHEBI:83898,UDP-N-acetyl-alpha-D-muramoyl-L-alaninate(3-),C23H33N4O20P2
36010,CHEBI:83899,N-docosanoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C46H88NO11S
36011,CHEBI:83900,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate(4-),C28H39N5O23P2
36012,CHEBI:83901,N-(2-hydroxybehenoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C46H88NO12S
36013,CHEBI:83902,N-(2-hydroxytetracosanoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H92NO12S
36014,CHEBI:83903,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-gamma-glutamyl-L-lysinate(3-),C34H52N7O24P2
36015,CHEBI:83904,N-docosenoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C46H86NO11S
36016,CHEBI:83905,"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminoheptanedioate(4-)",C35H51N7O26P2
36017,CHEBI:83906,(S)-diniconazole,C15H17Cl2N3O
36018,CHEBI:83907,N-(2-hydroxydocosenoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C46H86NO12S
36019,CHEBI:83908,N-tetracosenoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H90NO11S
36020,CHEBI:83909,"(1E)-1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-ol",C15H17Cl2N3O
36021,CHEBI:83910,N-(2-hydroxytetracosenoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H90NO12S
36022,CHEBI:83911,diniconazole-M,C15H17Cl2N3O
36023,CHEBI:83912,N(6)-(UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-gamma-glutamyl)-D-lysine(3-),C34H52N7O24P2
36024,CHEBI:83913,N-tetracosadienoyl-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H88NO11S
36025,CHEBI:83914,omega-hydroxy-15-methylpalmitate,C17H33O3
36026,CHEBI:83915,N-(2-hydroxytetracosadienoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C48H88NO12S
36027,CHEBI:83916,omega-hydroxyphytanate,C20H39O3
36028,CHEBI:83917,N-(2-hydroxypentacosanoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C49H94NO12S
36029,CHEBI:83918,N-(2-hydroxypentacosenoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C49H92NO12S
36030,CHEBI:83919,N-(2-hydroxypentacosadienoyl)-(3-O-sulfo-D-galactosyl)sphingosine(1-),C49H90NO12S
36031,CHEBI:83920,"4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile",C19H17ClN4
36032,CHEBI:83921,(S)-fenbuconazole,C19H17ClN4
36033,CHEBI:83922,(R)-fenbuconazole,C19H17ClN4
36034,CHEBI:83923,fluquinconazole,C16H8Cl2FN5O
36035,CHEBI:83924,strobilurin B,C17H19ClO4
36036,CHEBI:83926,[4)-alpha-D-GlcpNAc-1-P-(O->]n,(C8H14NO8P)n
36037,CHEBI:83927,sodium 3-aminopropyl 2-acetamido-2-deoxy-alpha-D-glucose-1-phosphate,C11H22N2NaO9P
36038,CHEBI:83929,3-aminopropyl N-acetyl-alpha-D-glucosamine-1-phosphate(1-),C11H22N2O9P
36039,CHEBI:83930,3-aminopropyl N-acetyl-alpha-D-glucosamine-1-phosphate,C11H23N2O9P
36040,CHEBI:83931,"ethyl [4-({[2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methyl}sulfanyl)phenyl]carbamate",C23H23Cl2N3O4S
36041,CHEBI:83932,"(R,R)-tubulozole",C23H23Cl2N3O4S
36042,CHEBI:83933,"(S,S)-tubulozole",C23H23Cl2N3O4S
36043,CHEBI:83934,zaragozic acid C,C40H50O14
36044,CHEBI:83935,15-hydroxypalmitic acid,C16H32O3
36045,CHEBI:83936,15-hydroxypalmitate,C16H31O3
36046,CHEBI:83937,14-hydroxypalmitic acid,C16H32O3
36047,CHEBI:83938,14-hydroxypalmitate,C16H31O3
36048,CHEBI:83939,1-acyl-2-stearoyl-sn-glycero-3-phospho-(1D-myo-inositol)(2-),C28H51O13PR
36049,CHEBI:83940,1-stearoyl-2-acyl-sn-glycero-3-phospho-(1D-myo-inositol)(1-),C28H51O13PR
36050,CHEBI:83941,N-acetyl-D-muramoyl-L-alaninate,C14H23N2O9
36051,CHEBI:83942,N(6)-(UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-gamma-glutamyl)-D-lysine,C34H55N7O24P2
36052,CHEBI:83945,diazaborine,C14H13BN2O3S
36053,CHEBI:83946,N-acyl-L-alanine,C4H6NO3R
36054,CHEBI:83948,dihydrocanadensolide,C11H16O4
36055,CHEBI:83949,N-succinimidyl N-methylcarbamate,C6H8N2O4
36056,CHEBI:83950,SDZ 90-215,C57H91N9O14
36057,CHEBI:83951,"(2E,6E,10E)-omega-hydroxyfarnesol",C15H26O2
36058,CHEBI:83952,"(2E,6E,10E)-geranylgeranate",C20H31O2
36059,CHEBI:83953,omega-hydroxygeranylgeraniol,C20H34O2
36060,CHEBI:83954,"(2E,6E,10E,14E)-omega-hydroxygeranylgeranate",C20H31O3
36061,CHEBI:83955,2-saturated fatty acid anion,C2H2O2R
36062,CHEBI:83958,"(2E,6E,10E)-omega-hydroxyfarnesyl diphosphate(3-)",C15H25O8P2
36063,CHEBI:83959,hygrolidin,C37H56O11
36064,CHEBI:83960,N(omega)-alpha-(ADP-D-ribosyl)-L-arginine(1-) residue,C21H32N9O14P2
36065,CHEBI:83962,NVP-BHS345,C25H20N6O
36066,CHEBI:83963,2-acetamido-2-deoxy-3-O-(4-deoxy-alpha-L-threo-hex-4-enopyranosyluronate)-4-O-sulfonato-D-galactopyranose(2-),C14H19NO14S
36067,CHEBI:83964,7-hydroxyflavanone 7-O-[beta-L-rhamnosyl-(1->2)-beta-D-glucoside],C27H32O12
36068,CHEBI:83968,3-methyl fatty acyl-CoA(4-),C25H37N7O17P3SR
36069,CHEBI:83969,3-methylpalmitoyl-CoA(4-),C38H64N7O17P3S
36070,CHEBI:83972,3-methyl fatty acid anion,C4H6O2R
36071,CHEBI:83973,"N-Boc-D-4-HO-3,5-Cl2-PhGly-D-4-HO-3,5-I2-PhGly-OMe",C22H22Cl2I2N2O7
36072,CHEBI:83976,2-methyl fatty acid anion,C3H4O2R
36073,CHEBI:83977,(5beta)-bufadienolide,C24H34O2
36074,CHEBI:83980,"1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1D-myo-inositol 3,4,5-triphosphate)",C47H86O22P4
36075,CHEBI:83981,3-hydroxyaspartic acid,C4H7NO5
